"gene","hgnc_symbol","description","gene_biotype"
"ENSG00000170846","","novel protein, similar to Morf4 family associated protein 1","protein_coding"
"ENSG00000170852","KBTBD2","kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]","protein_coding"
"ENSG00000170854","RIOX2","ribosomal oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:19441]","protein_coding"
"ENSG00000170855","TRIAP1","TP53 regulated inhibitor of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:26937]","protein_coding"
"ENSG00000170860","LSM3","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]","protein_coding"
"ENSG00000170871","KIAA0232","KIAA0232 [Source:HGNC Symbol;Acc:HGNC:28992]","protein_coding"
"ENSG00000170873","MTSS1","MTSS I-BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20443]","protein_coding"
"ENSG00000170876","TMEM43","transmembrane protein 43 [Source:HGNC Symbol;Acc:HGNC:28472]","protein_coding"
"ENSG00000170881","RNF139","ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]","protein_coding"
"ENSG00000170889","RPS9","ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]","protein_coding"
"ENSG00000170891","CYTL1","cytokine like 1 [Source:HGNC Symbol;Acc:HGNC:24435]","protein_coding"
"ENSG00000170892","TSEN34","tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]","protein_coding"
"ENSG00000170893","TRH","thyrotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298]","protein_coding"
"ENSG00000170899","GSTA4","glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]","protein_coding"
"ENSG00000170903","MSANTD4","Myb/SANT DNA binding domain containing 4 with coiled-coils [Source:HGNC Symbol;Acc:HGNC:29383]","protein_coding"
"ENSG00000170906","NDUFA3","NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]","protein_coding"
"ENSG00000170909","OSCAR","osteoclast associated Ig-like receptor [Source:HGNC Symbol;Acc:HGNC:29960]","protein_coding"
"ENSG00000170915","PAQR8","progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]","protein_coding"
"ENSG00000170917","NUDT6","nudix hydrolase 6 [Source:HGNC Symbol;Acc:HGNC:8053]","protein_coding"
"ENSG00000170919","TPT1-AS1","TPT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43686]","lncRNA"
"ENSG00000170921","TANC2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:HGNC Symbol;Acc:HGNC:30212]","protein_coding"
"ENSG00000170927","PKHD1","PKHD1 ciliary IPT domain containing fibrocystin/polyductin [Source:HGNC Symbol;Acc:HGNC:9016]","protein_coding"
"ENSG00000170946","DNAJC24","DnaJ heat shock protein family (Hsp40) member C24 [Source:HGNC Symbol;Acc:HGNC:26979]","protein_coding"
"ENSG00000170949","ZNF160","zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948]","protein_coding"
"ENSG00000170954","ZNF415","zinc finger protein 415 [Source:HGNC Symbol;Acc:HGNC:20636]","protein_coding"
"ENSG00000170955","CAVIN3","caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400]","protein_coding"
"ENSG00000170959","DCDC1","doublecortin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20625]","protein_coding"
"ENSG00000170961","HAS2","hyaluronan synthase 2 [Source:HGNC Symbol;Acc:HGNC:4819]","protein_coding"
"ENSG00000170962","PDGFD","platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]","protein_coding"
"ENSG00000170989","S1PR1","sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165]","protein_coding"
"ENSG00000171004","HS6ST2","heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133]","protein_coding"
"ENSG00000171016","PYGO1","pygopus family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30256]","protein_coding"
"ENSG00000171033","PKIA","cAMP-dependent protein kinase inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:9017]","protein_coding"
"ENSG00000171044","XKR6","XK related 6 [Source:HGNC Symbol;Acc:HGNC:27806]","protein_coding"
"ENSG00000171045","TSNARE1","t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437]","protein_coding"
"ENSG00000171051","FPR1","formyl peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:3826]","protein_coding"
"ENSG00000171055","FEZ2","fasciculation and elongation protein zeta 2 [Source:HGNC Symbol;Acc:HGNC:3660]","protein_coding"
"ENSG00000171056","SOX7","SRY-box transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18196]","protein_coding"
"ENSG00000171067","C11orf24","chromosome 11 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:1174]","protein_coding"
"ENSG00000171084","FAM86JP","family with sequence similarity 86 member J, pseudogene [Source:HGNC Symbol;Acc:HGNC:44097]","transcribed_unprocessed_pseudogene"
"ENSG00000171094","ALK","ALK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:427]","protein_coding"
"ENSG00000171097","KYAT1","kynurenine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1564]","protein_coding"
"ENSG00000171100","MTM1","myotubularin 1 [Source:HGNC Symbol;Acc:HGNC:7448]","protein_coding"
"ENSG00000171103","TRMT61B","tRNA methyltransferase 61B [Source:HGNC Symbol;Acc:HGNC:26070]","protein_coding"
"ENSG00000171105","INSR","insulin receptor [Source:HGNC Symbol;Acc:HGNC:6091]","protein_coding"
"ENSG00000171109","MFN1","mitofusin 1 [Source:HGNC Symbol;Acc:HGNC:18262]","protein_coding"
"ENSG00000171115","GIMAP8","GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]","protein_coding"
"ENSG00000171121","KCNMB3","potassium calcium-activated channel subfamily M regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6287]","protein_coding"
"ENSG00000171126","KCNG3","potassium voltage-gated channel modifier subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:18306]","protein_coding"
"ENSG00000171130","ATP6V0E2","ATPase H+ transporting V0 subunit e2 [Source:HGNC Symbol;Acc:HGNC:21723]","protein_coding"
"ENSG00000171132","PRKCE","protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]","protein_coding"
"ENSG00000171135","JAGN1","jagunal homolog 1 [Source:HGNC Symbol;Acc:HGNC:26926]","protein_coding"
"ENSG00000171148","TADA3","transcriptional adaptor 3 [Source:HGNC Symbol;Acc:HGNC:19422]","protein_coding"
"ENSG00000171150","SOCS5","suppressor of cytokine signaling 5 [Source:HGNC Symbol;Acc:HGNC:16852]","protein_coding"
"ENSG00000171155","C1GALT1C1","C1GALT1 specific chaperone 1 [Source:HGNC Symbol;Acc:HGNC:24338]","protein_coding"
"ENSG00000171159","BBLN","bublin coiled coil protein [Source:HGNC Symbol;Acc:HGNC:17823]","protein_coding"
"ENSG00000171160","MORN4","MORN repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:24001]","protein_coding"
"ENSG00000171161","ZNF672","zinc finger protein 672 [Source:HGNC Symbol;Acc:HGNC:26179]","protein_coding"
"ENSG00000171163","ZNF692","zinc finger protein 692 [Source:HGNC Symbol;Acc:HGNC:26049]","protein_coding"
"ENSG00000171169","NAIF1","nuclear apoptosis inducing factor 1 [Source:HGNC Symbol;Acc:HGNC:25446]","protein_coding"
"ENSG00000171174","RBKS","ribokinase [Source:HGNC Symbol;Acc:HGNC:30325]","protein_coding"
"ENSG00000171180","OR2M4","olfactory receptor family 2 subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:8270]","protein_coding"
"ENSG00000171189","GRIK1","glutamate ionotropic receptor kainate type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4579]","protein_coding"
"ENSG00000171202","TMEM126A","transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382]","protein_coding"
"ENSG00000171204","TMEM126B","transmembrane protein 126B [Source:HGNC Symbol;Acc:HGNC:30883]","protein_coding"
"ENSG00000171206","TRIM8","tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]","protein_coding"
"ENSG00000171208","NETO2","neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]","protein_coding"
"ENSG00000171219","CDC42BPG","CDC42 binding protein kinase gamma [Source:HGNC Symbol;Acc:HGNC:29829]","protein_coding"
"ENSG00000171222","SCAND1","SCAN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:10566]","protein_coding"
"ENSG00000171223","JUNB","JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]","protein_coding"
"ENSG00000171224","FAM241B","family with sequence similarity 241 member B [Source:HGNC Symbol;Acc:HGNC:23519]","protein_coding"
"ENSG00000171227","TMEM37","transmembrane protein 37 [Source:HGNC Symbol;Acc:HGNC:18216]","protein_coding"
"ENSG00000171236","LRG1","leucine rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:29480]","protein_coding"
"ENSG00000171241","SHCBP1","SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]","protein_coding"
"ENSG00000171243","SOSTDC1","sclerostin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21748]","protein_coding"
"ENSG00000171246","NPTX1","neuronal pentraxin 1 [Source:HGNC Symbol;Acc:HGNC:7952]","protein_coding"
"ENSG00000171262","FAM98B","family with sequence similarity 98 member B [Source:HGNC Symbol;Acc:HGNC:26773]","protein_coding"
"ENSG00000171291","ZNF439","zinc finger protein 439 [Source:HGNC Symbol;Acc:HGNC:20873]","protein_coding"
"ENSG00000171295","ZNF440","zinc finger protein 440 [Source:HGNC Symbol;Acc:HGNC:20874]","protein_coding"
"ENSG00000171298","GAA","alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065]","protein_coding"
"ENSG00000171302","CANT1","calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721]","protein_coding"
"ENSG00000171303","KCNK3","potassium two pore domain channel subfamily K member 3 [Source:HGNC Symbol;Acc:HGNC:6278]","protein_coding"
"ENSG00000171307","ZDHHC16","zinc finger DHHC-type palmitoyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:20714]","protein_coding"
"ENSG00000171310","CHST11","carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]","protein_coding"
"ENSG00000171311","EXOSC1","exosome component 1 [Source:HGNC Symbol;Acc:HGNC:17286]","protein_coding"
"ENSG00000171314","PGAM1","phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]","protein_coding"
"ENSG00000171316","CHD7","chromodomain helicase DNA binding protein 7 [Source:HGNC Symbol;Acc:HGNC:20626]","protein_coding"
"ENSG00000171320","ESCO2","establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]","protein_coding"
"ENSG00000171345","KRT19","keratin 19 [Source:HGNC Symbol;Acc:HGNC:6436]","protein_coding"
"ENSG00000171346","KRT15","keratin 15 [Source:HGNC Symbol;Acc:HGNC:6421]","protein_coding"
"ENSG00000171357","LURAP1","leucine rich adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:32327]","protein_coding"
"ENSG00000171365","CLCN5","chloride voltage-gated channel 5 [Source:HGNC Symbol;Acc:HGNC:2023]","protein_coding"
"ENSG00000171368","TPPP","tubulin polymerization promoting protein [Source:HGNC Symbol;Acc:HGNC:24164]","protein_coding"
"ENSG00000171385","KCND3","potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239]","protein_coding"
"ENSG00000171388","APLN","apelin [Source:HGNC Symbol;Acc:HGNC:16665]","protein_coding"
"ENSG00000171408","PDE7B","phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792]","protein_coding"
"ENSG00000171421","MRPL36","mitochondrial ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:14490]","protein_coding"
"ENSG00000171425","ZNF581","zinc finger protein 581 [Source:HGNC Symbol;Acc:HGNC:25017]","protein_coding"
"ENSG00000171428","NAT1","N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7645]","protein_coding"
"ENSG00000171435","KSR2","kinase suppressor of ras 2 [Source:HGNC Symbol;Acc:HGNC:18610]","protein_coding"
"ENSG00000171443","ZNF524","zinc finger protein 524 [Source:HGNC Symbol;Acc:HGNC:28322]","protein_coding"
"ENSG00000171444","MCC","MCC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:6935]","protein_coding"
"ENSG00000171448","ZBTB26","zinc finger and BTB domain containing 26 [Source:HGNC Symbol;Acc:HGNC:23383]","protein_coding"
"ENSG00000171450","CDK5R2","cyclin dependent kinase 5 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:1776]","protein_coding"
"ENSG00000171451","DSEL","dermatan sulfate epimerase like [Source:HGNC Symbol;Acc:HGNC:18144]","protein_coding"
"ENSG00000171453","POLR1C","RNA polymerase I and III subunit C [Source:HGNC Symbol;Acc:HGNC:20194]","protein_coding"
"ENSG00000171456","ASXL1","ASXL transcriptional regulator 1 [Source:HGNC Symbol;Acc:HGNC:18318]","protein_coding"
"ENSG00000171462","DLK2","delta like non-canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:21113]","protein_coding"
"ENSG00000171466","ZNF562","zinc finger protein 562 [Source:HGNC Symbol;Acc:HGNC:25950]","protein_coding"
"ENSG00000171467","ZNF318","zinc finger protein 318 [Source:HGNC Symbol;Acc:HGNC:13578]","protein_coding"
"ENSG00000171469","ZNF561","zinc finger protein 561 [Source:HGNC Symbol;Acc:HGNC:28684]","protein_coding"
"ENSG00000171475","WIPF2","WAS/WASL interacting protein family member 2 [Source:HGNC Symbol;Acc:HGNC:30923]","protein_coding"
"ENSG00000171476","HOPX","HOP homeobox [Source:HGNC Symbol;Acc:HGNC:24961]","protein_coding"
"ENSG00000171488","LRRC8C","leucine rich repeat containing 8 VRAC subunit C [Source:HGNC Symbol;Acc:HGNC:25075]","protein_coding"
"ENSG00000171490","RSL1D1","ribosomal L1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24534]","protein_coding"
"ENSG00000171492","LRRC8D","leucine rich repeat containing 8 VRAC subunit D [Source:HGNC Symbol;Acc:HGNC:16992]","protein_coding"
"ENSG00000171497","PPID","peptidylprolyl isomerase D [Source:HGNC Symbol;Acc:HGNC:9257]","protein_coding"
"ENSG00000171502","COL24A1","collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]","protein_coding"
"ENSG00000171503","ETFDH","electron transfer flavoprotein dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3483]","protein_coding"
"ENSG00000171509","RXFP1","relaxin family peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:19718]","protein_coding"
"ENSG00000171517","LPAR3","lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]","protein_coding"
"ENSG00000171522","PTGER4","prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]","protein_coding"
"ENSG00000171530","TBCA","tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]","protein_coding"
"ENSG00000171532","NEUROD2","neuronal differentiation 2 [Source:HGNC Symbol;Acc:HGNC:7763]","protein_coding"
"ENSG00000171533","MAP6","microtubule associated protein 6 [Source:HGNC Symbol;Acc:HGNC:6868]","protein_coding"
"ENSG00000171551","ECEL1","endothelin converting enzyme like 1 [Source:HGNC Symbol;Acc:HGNC:3147]","protein_coding"
"ENSG00000171552","BCL2L1","BCL2 like 1 [Source:HGNC Symbol;Acc:HGNC:992]","protein_coding"
"ENSG00000171561","OR2AT4","olfactory receptor family 2 subfamily AT member 4 [Source:HGNC Symbol;Acc:HGNC:19620]","protein_coding"
"ENSG00000171566","PLRG1","pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089]","protein_coding"
"ENSG00000171570","RAB4B-EGLN2","RAB4B-EGLN2 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44465]","protein_coding"
"ENSG00000171574","ZNF584","zinc finger protein 584 [Source:HGNC Symbol;Acc:HGNC:27318]","protein_coding"
"ENSG00000171587","DSCAM","DS cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:3039]","protein_coding"
"ENSG00000171603","CLSTN1","calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]","protein_coding"
"ENSG00000171604","CXXC5","CXXC finger protein 5 [Source:HGNC Symbol;Acc:HGNC:26943]","protein_coding"
"ENSG00000171606","ZNF274","zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]","protein_coding"
"ENSG00000171608","PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]","protein_coding"
"ENSG00000171612","SLC25A33","solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]","protein_coding"
"ENSG00000171617","ENC1","ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345]","protein_coding"
"ENSG00000171621","SPSB1","splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]","protein_coding"
"ENSG00000171631","P2RY6","pyrimidinergic receptor P2Y6 [Source:HGNC Symbol;Acc:HGNC:8543]","protein_coding"
"ENSG00000171634","BPTF","bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]","protein_coding"
"ENSG00000171649","ZIK1","zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:HGNC:33104]","protein_coding"
"ENSG00000171657","GPR82","G protein-coupled receptor 82 [Source:HGNC Symbol;Acc:HGNC:4533]","protein_coding"
"ENSG00000171659","GPR34","G protein-coupled receptor 34 [Source:HGNC Symbol;Acc:HGNC:4490]","protein_coding"
"ENSG00000171680","PLEKHG5","pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]","protein_coding"
"ENSG00000171681","ATF7IP","activating transcription factor 7 interacting protein [Source:HGNC Symbol;Acc:HGNC:20092]","protein_coding"
"ENSG00000171695","LKAAEAR1","LKAAEAR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:33718]","protein_coding"
"ENSG00000171700","RGS19","regulator of G protein signaling 19 [Source:HGNC Symbol;Acc:HGNC:13735]","protein_coding"
"ENSG00000171703","TCEA2","transcription elongation factor A2 [Source:HGNC Symbol;Acc:HGNC:11614]","protein_coding"
"ENSG00000171714","ANO5","anoctamin 5 [Source:HGNC Symbol;Acc:HGNC:27337]","protein_coding"
"ENSG00000171720","HDAC3","histone deacetylase 3 [Source:HGNC Symbol;Acc:HGNC:4854]","protein_coding"
"ENSG00000171723","GPHN","gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]","protein_coding"
"ENSG00000171724","VAT1L","vesicle amine transport 1 like [Source:HGNC Symbol;Acc:HGNC:29315]","protein_coding"
"ENSG00000171729","TMEM51","transmembrane protein 51 [Source:HGNC Symbol;Acc:HGNC:25488]","protein_coding"
"ENSG00000171735","CAMTA1","calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]","protein_coding"
"ENSG00000171757","LRRC34","leucine rich repeat containing 34 [Source:HGNC Symbol;Acc:HGNC:28408]","protein_coding"
"ENSG00000171759","PAH","phenylalanine hydroxylase [Source:HGNC Symbol;Acc:HGNC:8582]","protein_coding"
"ENSG00000171763","SPATA5L1","spermatogenesis associated 5 like 1 [Source:HGNC Symbol;Acc:HGNC:28762]","protein_coding"
"ENSG00000171766","GATM","glycine amidinotransferase [Source:HGNC Symbol;Acc:HGNC:4175]","protein_coding"
"ENSG00000171772","SYCE1","synaptonemal complex central element protein 1 [Source:HGNC Symbol;Acc:HGNC:28852]","protein_coding"
"ENSG00000171777","RASGRP4","RAS guanyl releasing protein 4 [Source:HGNC Symbol;Acc:HGNC:18958]","protein_coding"
"ENSG00000171786","NHLH1","nescient helix-loop-helix 1 [Source:HGNC Symbol;Acc:HGNC:7817]","protein_coding"
"ENSG00000171790","SLFNL1","schlafen like 1 [Source:HGNC Symbol;Acc:HGNC:26313]","protein_coding"
"ENSG00000171791","BCL2","BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990]","protein_coding"
"ENSG00000171792","RHNO1","RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:HGNC Symbol;Acc:HGNC:28206]","protein_coding"
"ENSG00000171793","CTPS1","CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]","protein_coding"
"ENSG00000171798","KNDC1","kinase non-catalytic C-lobe domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29374]","protein_coding"
"ENSG00000171806","METTL18","methyltransferase like 18 [Source:HGNC Symbol;Acc:HGNC:28793]","protein_coding"
"ENSG00000171811","CFAP46","cilia and flagella associated protein 46 [Source:HGNC Symbol;Acc:HGNC:25247]","protein_coding"
"ENSG00000171812","COL8A2","collagen type VIII alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2216]","protein_coding"
"ENSG00000171813","PWWP2B","PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]","protein_coding"
"ENSG00000171815","PCDHB1","protocadherin beta 1 [Source:HGNC Symbol;Acc:HGNC:8680]","protein_coding"
"ENSG00000171817","ZNF540","zinc finger protein 540 [Source:HGNC Symbol;Acc:HGNC:25331]","protein_coding"
"ENSG00000171819","ANGPTL7","angiopoietin like 7 [Source:HGNC Symbol;Acc:HGNC:24078]","protein_coding"
"ENSG00000171823","FBXL14","F-box and leucine rich repeat protein 14 [Source:HGNC Symbol;Acc:HGNC:28624]","protein_coding"
